YEAR,TIPO_SUBVENCION,CODIGO,NOMBRE_INICIATIVA,PROVINCIA,COMUNA,RUT_INSTITUCION,NOMBRE_INSTITUCION,ID,CAJA,UBICACION,DOC_PRESENTE,OBSERVACION,PDF_PATH
2023,ADULTO MAYOR,2301AM0175,BIENESTAR Y VIDA SALUDABLE MEDIANTE EL YOGA PARA EL CLUB DE ADULTO MAYOR LOS VIEJOS ESTANDARTES DEL ESPINAL,PUNILLA,ÑIQUÉN,65.109.569-7,CLUB DEL ADULTO MAYOR LOS VIEJOS ESTANDARTES DEL ESPINAL,112,4,,,,
2023,ADULTO MAYOR,2301AM0177,ADULTOS MAYORES SE MUEVEN POR UN DÍA MEJOR,DIGUILLÍN,QUILLÓN,65.115.358-1,"CLUB ADULTO MAYOR ""LOS MEJORES CRÓNICOS""",113,4,,,,
2023,ADULTO MAYOR,2301AM0178,CAMINAR CON ESTABILIDAD POR MI SECTOR RURAL,ITATA,PORTEZUELO,65.471.440-1,COMITÉ ADULTO MAYOR LA ESPERANZA,114,4,,,,
2023,ADULTO MAYOR,2301AM0183,ENTRENANDO LAS HABILIDADES COGNITIVAS,ITATA,PORTEZUELO,65.458.170-3,COMITÉ ADULTO MAYOR MANOS UNIDAS EN FAMILIA CUCHA URREJOLA,115,4,,,,
2023,ADULTO MAYOR,2301AM0185,"""RITMOS TRADICIONALES: PASOS QUE UNEN NUESTRAS RAÍCES""",PUNILLA,SAN CARLOS,65.085.042-4,CLUB DE ADULTO MAYOR BROTES DE ESPERANZA,116,4,,,,
2023,ADULTO MAYOR,2301AM0186,POR UN ADULTO MAYOR DE LA COSTA MAS SALUDABLE,ITATA,TREGUACO,65.653.430-3,CUB DE ADULTO MAYOR LA ESPERANZA DE LAS COSTA,117,4,,,,
2023,ADULTO MAYOR,2301AM0189,MULTI- TALLERES MIS AÑOS DORADOS EN RANGUELMO,ITATA,COELEMU,75.402.900-5,CLUB DE ADULTO MAYOR LOS AÑOS DORADOS DE COELEMU,118,4,,,,
2023,ADULTO MAYOR,2301AM0190,MEJORANDO NUESTRAS RELACIONES INTERPERSONALES,DIGUILLÍN,CHILLÁN,65.215.458-1,CLUB ADULTO MAYOR BIENVENIDAS NUEVAS OPORTUNIDADES DE LA VIDA,119,4,,,,
2023,ADULTO MAYOR,2301AM0191,AVANZANDO CON LIDERAZGO PARA SER UN BUEN DIRIGENTE,DIGUILLÍN,CHILLÁN,65.091.237-3,FEDERACIÓN REGIONAL DE UNIONES COMUNALES DE ADULTOS MAYORES DE ÑUBLE,120,4,,,,
2023,ADULTO MAYOR,2301AM0193,DANDO A CONOCER NUESTRA AGRUPACIÓN,ITATA,QUIRIHUE,65.114.709-3,CLUB DE ADULTO MAYOR EL PORVENIR,121,5,,,,
2023,ADULTO MAYOR,2301AM0195,REACTIVANDO EL DEPORTE CON GRACIAS A LA VIDA,ITATA,TREGUACO,65.013.451-6,CLUB ADULTO MAYOR GRACIAS A LA VIDA,122,5,,,,
2023,ADULTO MAYOR,2301AM0196,VOCES EN ESCENA: FOMENTANDO EL POTENCIAL DE NUESTRA VOZ.,PUNILLA,SAN CARLOS,65.185.301-k,AGRUPACION CULTURAL Y SOCIAL DE ADULTOS MAYORES CREACION,123,5,,,,
2023,ADULTO MAYOR,2301AM0201,COMUNIDAD PREVENIDA,ITATA,TREGUACO,65.025.006-0,CLUB ADULTO MAYOR BRISAS DEL ITATA,124,5,,,,
2023,ADULTO MAYOR,2301AM0203,DULZURA SALUDABLE PARA LOS ADULTOS MAYORES DE CHEQUEN.,ITATA,NINHUE,53.334.578-6,CLUB DE ADULTO MAYOR DE CHEQUEN,125,5,,,,
2023,ADULTO MAYOR,2301AM0205,TECNOLOGIZANDO EL CLUB DE TANGO QUILLÓN,DIGUILLÍN,QUILLÓN,65.918.100-2,CLUB DE TANGO ADULTO MAYOR QUILLÓN,126,5,,,,
2023,ADULTO MAYOR,2301AM0206,TALLER DE MANUALIDADES: TEJIENDO LAZOS DE CREATIVIDAD Y BIENESTAR,DIGUILLÍN,CHILLÁN,65.153.016-4,GRUPO ADULTO MAYOR MANANTIAL DE ARCOIRIS,127,5,,,,
2023,ADULTO MAYOR,2301AM0207,CREANDO EN MIS AÑOS HERMOSOS,ITATA,COELEMU,65.179.736-5,CLUB ADULTO MAYOR LOS AÑOS HERMOSOS,128,5,,,,
2023,ADULTO MAYOR,2301AM0209,ALIMENTACIÓN SALUDABLE PARA CLUB DE ADULTO MAYOR EL ESPINO,DIGUILLÍN,CHILLÁN,65.067.949-0,CLUB ADULTO MAYOR EL ESPINO,129,5,,,,
2023,ADULTO MAYOR,2301AM0212,PREVENCIÓN DE LOS TRASTORNOS NEUROCOGNITIVOS Y ALTERACIONES MUSCULO-ESQUELÉTICAS,ITATA,PORTEZUELO,53.332.796-6,CLUB DE ADULTO MAYOR SAN MIGUEL,130,5,,,,
2023,ADULTO MAYOR,2301AM0213,CONOCIENDO LUGARES NUEVOS,ITATA,COELEMU,65.342.530-9,CLUB ADULTO MAYOR ATARDECER FELIZ JUNTO EL ITATA,131,5,,,,
2023,ADULTO MAYOR,2301AM0214,"VIAJES DORADOS, PERSONAS MAYORES MAS FELICES",DIGUILLÍN,BULNES,65.020.104-3,CLUB ADULTOS MAYORES ALEGRIA DE VIVIR,132,5,,,,
2023,ADULTO MAYOR,2301AM0215,AMIGURUMIS DE CORAZON,ITATA,RÁNQUIL,65.514.150-2,GRUPO ADULTO MAYOR NUEVO AMANECER DE SAN IGNACIO,133,5,,,,
2023,ADULTO MAYOR,2301AM0219,"ADULTOS MEJORES, BIENESTAR FÍSICO Y COGNITIVO",DIGUILLÍN,CHILLÁN,65.033.403-5,CLUB DE ADULTO MAYOR GANAS DE VIVIR,134,5,,,,
2023,ADULTO MAYOR,2301AM0220,NOS VESTIMOS PARA HACER DEPORTE,ITATA,COELEMU,65.140.400-2,GRUPO ADULTO MAYOR LA EDAD DORADA,135,5,,,,
2023,ADULTO MAYOR,2301AM0221,UN BAÑO MINERALIZADO PARA NUESTRO CUERPO,DIGUILLÍN,QUILLÓN,65.178.971-0,GRUPO DE ADULTO MAYOR LOS COPIHUES,136,5,,,,
2023,ADULTO MAYOR,2301AM0222,"CULTURA DORADA, PERSONAS MAYORES INTELIGENTES",DIGUILLÍN,BULNES,75.964.940-0,CLUB DE ANCIANOS LOS PEREGRINOS DE EMAUS,137,5,,,,
2023,ADULTO MAYOR,2301AM0223,SEMINARIO DE ADULTO MAYOR A BUCHUPUREO,PUNILLA,SAN CARLOS,65.092.830-K,UNION COMUNAL DE ADULTOS MAYORES DE SAN CARLOS,138,5,,,,
2023,ADULTO MAYOR,2301AM0224,"ENVEJECIMIENTO ACTIVO, JUNTO NOS CUIDAMOS Y EJERCITAMOS",DIGUILLÍN,CHILLÁN,65.096.880-8,CLUB DE ADULTO MAYOR SOR TERESA DE CALCUTA RIO VIEJO,139,5,,,,
2023,ADULTO MAYOR,2301AM0227,TERAPIAS FÍSICAS Y EMOCIONALES,DIGUILLÍN,YUNGAY,65.068.573-3,CLUB ADULTO MAYOR SOL NACIENTE,140,5,,,,
2023,ADULTO MAYOR,2301AM0230,"GIMNASIA RECREATIVA FUNCIONAL ""CONTINUIDAD""",ITATA,PORTEZUELO,65.079.207-6,CLUB DE ADULTO MAYOR MEMBRILLAR,141,5,,,,
2023,ADULTO MAYOR,2301AM0231,AL RITMO DE LA EXPERIENCIA: TALLER DE MÚSICA Y DANZA PARA ADULTOS MAYORES,ITATA,RÁNQUIL,65.513.650-9,GRUPO FOLCLÓRICO DEL ADULTO MAYOR REMINISCENCIA,142,5,,,,
2023,CULTURA,2301C0001,UNIDOS POR EL RESCATE DE LAS TRADICIONES,ITATA,COELEMU,65.060.337-0,CLUB DE RAYUELA EL ATARDECER DEL CONQUISTADOR,143,5,,,,
2023,CULTURA,2301C0007,EL DEPORTE REY LLEGA A LOS BARRIOS,ITATA,COELEMU,65.097.664-9,UNION COMUNAL DE CLUBES DE RAYUELA DE COELEMU,144,5,,,,
2023,CULTURA,2301C0009,CICLO DE MEDIACIONES PATRIMONIALES “LUCHIN REMONTA EL ITATA” HOMENAJE A LA OBRA DE VICTOR JARA EN EL 50º DE SU MUERTE.,ITATA,TREHUACO,65.210.253-0,AGRUPACION SOCIAL CULTURAL PATRIMONIAL Y DEPORTIVA LEFTRARU.,145,5,,,,
2023,CULTURA,2301C0012,TRILLA A YEGUA SUELTA CAMPESINA,ITATA,TREHUACO,75.428.400-5,CLUB DE HUASOS DE TREHUACO,146,5,,,,
2023,CULTURA,2301C0014,LA CULTURA PARA TODOS,DIGUILLÍN,QUILLÓN,73.721.500-8,ASOCIACION DE DISCAPACITADOS DE QUILLON,147,5,,,,
2023,CULTURA,2301C0015,REACTIVANDO LA CULTURA EN LOS BARRIOS,DIGUILLÍN,QUILLÓN,65.317.280-K,JUNTA DE VECINOS JUAN PABLO II,148,5,,,,
2023,CULTURA,2301C0016,FESTIVAL DE CANTO Y COPLAS AL VINO,ITATA,COELEMU,72.199.500-3,UNIDAD VECINAL N 18 JUNTA DE VECINOS GUARILIHUE BAJO,149,5,,,,
2023,CULTURA,2301C0017,"EL ARTE ANCESTRAL DE LA CUELCHA, TREHUACO",ITATA,TREHUACO,65.192.087-6,AGRUPACION DE COLCHANDERAS Y COLCHANDEROS DE TREHUACO.,150,5,,,,
2023,CULTURA,2301C0020,LA CULTURA UNE A LA GENTE EN EL LIMITE COMUNAL RURAL,ITATA,COELEMU,65.076.850-7,JUNTA DE VECINOS CHUPALLAR,151,6,,,,
2023,CULTURA,2301C0022,RESCATANDO NUESTRO PATRIMONIO CULINARIO,ITATA,COELEMU,65.063.520-5,UNION COMUNAL DE JUNTA DE VECINOS RURALES,152,6,,,,
2023,CULTURA,2301C0024,1º ENCUENTRO REGIONAL CHILENO DE JUEGOS ECUESTRES 2023,ITATA,PORTEZUELO,65.205.566-4,ASOCIACION DE CRIADORES DE CABALLOS DE LA RAZA CHILENA DE LA PROVINCIA DEL ITATA,153,6,,,,
2023,CULTURA,2301C0026,II VERSIÓN ACTIVIDAD CAMPESTRE DE LA EMPANADA CRIOLLA,ITATA,TREHUACO,65.565.790-8,JUNTA DE VECINOS EL MANZANO,154,6,,,,
2023,CULTURA,2301C0027,SEGUNDA FERIA CAMPESINA DE LA PAPA EN LOS MAQUIS BAJO.,ITATA,COBQUECURA,73.723.200-k,JUNTA DE VECINOS LOS MAQUIS BAJO,155,6,,,,
2023,CULTURA,2301C0029,"""APLICANDO NUEVAS TÈCNICAS EN TELAR, HILADOS Y TEJIDOS ARTESANALES""",PUNILLA,SAN CARLOS,65.106.368-k,SINDICATO DE TRABAJADORAS INDEPENDIENTES AGRÍCOLAS DE LA REGION DEL BIO BIO TEJIENDO SUEÑOS,156,6,,,,
2023,CULTURA,2301C0031,PLASMANDO LAS TRADICIONES DE ÑUBLE EN LOS MUROS DE LAS ACACIAS.,DIGUILLÍN,CHILLÁN,65.259.710-6,CENTRO GENERAL DE PADRES Y APODERADOS ESCUELA ESPECIAL LAS ACACIAS,157,6,,,,
2023,CULTURA,2301C0032,"""FIESTAS TRADICIONALES DE CHILE""",PUNILLA,SAN CARLOS,75.997.830-7,UNIÓN COMUNAL DE CENTROS DE ARTE Y CULTURA,158,6,,,,
2023,CULTURA,2301C0034,"""WE TRIPANTU: PRESERVANDO RITOS ANCESTRALES EN ÑUBLE"" ""WE TRIPANCTU: PRESERVANDO RITOS ANCES",DIGUILLÍN,CHILLÁN,65.046.121-5,AGRUPACION COLABORADORES ESCUELA ESPECIAL LAS ACACIAS,159,6,,,,
2023,CULTURA,2301C0036,“ALMA Y FOLCLOR EN LA TIERRA DE NICANOR”,PUNILLA,SAN FABIÁN,65.184.078-3,CLUB DE CUECA HERNAN TRONCOSO,160,6,,,,
2023,CULTURA,2301C0037,"SEXTA VERSIÓN DE LA FERIA DE LA VENDIMIA CAMPESINA EN LA QUEBRADA PACHAGUA, DE LA COMUNA DE QUIRIHUE.",ITATA,QUIRIHUE,75.314.900-7,JUNTA DE VECINOS LA QUEBRADA PACHAGUA,161,6,,,,
2023,CULTURA,2301C0038,"RESCATANDO TRADICIONES, FIESTA DE LA ESQUILA EN PUYAMÁVIDA",PUNILLA,SAN NICOLÁS,65.086.326-7,COMITÉ CAMPESINO CENTRO PUYAMÁVIDA,162,6,,,,
2023,CULTURA,2301C0039,FINALIZACION FIESTAS HUASAS TEMPORADA 2023-2024,PUNILLA,SAN NICOLÁS,65.176.802-0,ASOCIACIÓN FUNCIONAL DE CLUBES DE HUASOS DE SAN NICOLAS,163,6,,,,
2023,CULTURA,2301C0040,"MUJERES, NIÑAS Y NIÑOS SUPERAMOS LA EMERGENCIA DE LA MANO DE LA DANZA",ITATA,RÁNQUIL,65.221.302-2,AGRUPACION ALMAS ACADEMIA DE DANZA,164,6,,,,
2023,CULTURA,2301C0043,FIESTA COSTUMBRISTA MAR Y CAMPO EN PILICURA,ITATA,COBQUECURA,65.419.300-2,JUNTA DE VECINOS PILICURA,165,6,,,,
2023,CULTURA,2301C0044,FERIA MULTICULTURAL Y NOCHE RANCHERA,DIGUILLÍN,SAN IGNACIO,65.210.004-K,AGRUPACION SOCIOCULTURAL DE EMPRENDEDORES Y FERIANTES SAN MIGUEL,166,6,,,,
2023,CULTURA,2301C0046,V VERSION DE LA FIESTA CULTURAL LA CULTURA Y TRADICIONES SE VIVEN EN EL CAMPO,ITATA,TREHUACO,65.565.960-9,JUNTA DE VECINOS BOCA ITATA,167,6,,,,
2023,CULTURA,2301C0047,2DA FIESTA DE LA CEBOLLA SIMON BOLIVAR,DIGUILLÍN,SAN IGNACIO,65.015.185-2,JUNTA DE VECINOS N°12 SIMON BOLIVAR,168,6,,,,
2023,CULTURA,2301C0050,"TEÑIDO EN FIBRA DE TRIGO, DIVERSIFICACION DE PRODUCTOS PARA LAS COLCHANDERAS DE NINHUE",ITATA,NINHUE,65.217.916-9,COMITÉ DE COLCHANDERAS DE NINHUE,169,6,,,,
2023,CULTURA,2301C0052,ENCUENTRO ARTESANAL PATRIMONIAL,ITATA,NINHUE,65.037.242-5,ASOCIACION DE ARTESANOS DE NINHUE,170,6,,,,
2023,CULTURA,2301C0053,CABALGATA RECORRIENDO LOS CAMINOS DEL DOCTOR BENAVENTE,ITATA,NINHUE,65.049.183-1,CLUB DE HUASOS EL MAITEN TALHUAN,171,6,,,,
2023,CULTURA,2301C0054,"CABALGANDO RECORRO LOS CAMPOS DE NINHUE, VERSIÓN AÑO 2023",ITATA,NINHUE,65.643.560-7,CLUB DE HUASOS TORRECILLAS,172,6,,,,
2023,CULTURA,2301C0057,MUJERES EN LA DANZA: PRESENTACIONES ARTÍSTICAS EN BARRIOS DE CHILLÁN,DIGUILLÍN,CHILLÁN,65.555.080-1,CENTRO CULTURAL COLECTIVO CASA TALLER AZUL DE CHILLÁN,173,6,,,,
2023,CULTURA,2301C0059,POESIAS Y EN - CANTOS DE COELEMU,ITATA,COELEMU,65.166.363-6,AGRUPACION CULTURAL CIRCULO LITERARIO DE COELEMU,174,6,,,,
2023,CULTURA,2301C0060,1ERA FERIA COSTUBRISTA CON IDENTIDAD CAMPESINA SAN IGNACIO,DIGUILLÍN,SAN IGNACIO,65.213.673-7,"CENTRO INTERCULTURAL, MEDIOAMBIENTAL, TURISTICO, EDUCATIVO DEPORTIVO Y RECREATIVO RAÍCES DEL DIGUILLÍN",175,6,,,,
2023,CULTURA,2301C0061,ROTULANDO LA RUTA COSTERA PATRIMONIAL DE TREHUACO,ITATA,TREHUACO,65.191.555-4,CAMARA DE TURISMO Y CULTURA DE TREHUACO,176,6,,,,
2023,CULTURA,2301C0062,"PUESTA EN VALOR DE NUESTRO PATRIMONIO Oficios y saberes del campo, revista de puesta en valor de puesta en valor del patrimonio cultural material e inmaterial en las comunas de Quirihue, Ninhue, San Nicolás y San Carlos.",PUNILLA,SAN NICOLÁS,65.085.466-7,CORPORACION ANALITIKA,177,6,,,,
2023,CULTURA,2301C0065,"""TRILLA A YEGUA SUELTA: CULTURA CAMPESINA DE AGUABUENINOS Y AGUABUENINAS""",PUNILLA,SAN CARLOS,72.929.600-7,JUNTA DE VECINOS DE AGUA BUENA,178,6,,,,
2023,CULTURA,2301C0066,CABALGATA CELEBRACIÓN DÍA DEL HUASO,PUNILLA,SAN NICOLÁS,65.088.946-0,CLUB DE HUASOS DADINCO,179,6,,,,
2023,CULTURA,2301C0067,RESCATE Y CONSERVACION DEL PATRIMONIO MUSICAL DE SAN NICOLAS,PUNILLA,SAN NICOLÁS,65.220.947-5,FUNDACION ARTE CULTURA EDUCACIÓN Y PATRIMONIO - FACEP,180,6,,,,
2023,CULTURA,2301C0068,RESCATANDO LAS TRADICIONES HUASAS,PUNILLA,SAN NICOLÁS,74.852.300-6,CLUB DE HUASOS PUYAMÁVIDA,181,7,,,,
2023,CULTURA,2301C0069,2DA VERSION FIESTA DEL LIMON DE MEIPO Y PANGUE,ITATA,COELEMU,75.955.780-8,JUNTA DE VECINOS MEIPO N11,182,7,,,,
2023,CULTURA,2301C0070,PINTANDO EN MUROS MI PATRIMONIO,DIGUILLÍN,CHILLÁN,73.523.900-7,JUNTA DE VECINOS SANTA ELVIRA,183,7,,,,
2023,CULTURA,2301C0074,"FIESTA HUASA, FIESTAS PATRIAS 2023",ITATA,QUIRIHUE,65.085.995-2,CLUB DE RODEO CHILENO DE QUIRIHUE,184,7,,,,
2023,CULTURA,2301C0076,FIESTA CULTURAL DE LA CUELCHA,ITATA,TREHUACO,65.098.874-4,JUNTA DE VECINOS ANTIQUEREO,185,7,,,,
2023,CULTURA,2301C0077,ENCUENTRO DE BANDAS ESCOLARES EN LA REGION DE ÑUBLE,PUNILLA,SAN CARLOS,65.955.170-5,CENTRO CULTURAL Y SOCIAL LONCONAO,186,7,,,,
2023,CULTURA,2301C0078,TRECEAVA VERSIÓN DEL ENCUENTRO CON EL MUNDO RURAL DE PORTEZUELO,ITATA,PORTEZUELO,65.965.410-5,COMITÉ COORDINADOR CAMPESINO DE PORTEZUELO,187,7,,,,
2023,CULTURA,2301C0080,"REVISTA ALICO - HISTORIA, CULTURA Y TRADICIONES DE SAN FABIAN",PUNILLA,SAN FABIÁN,65.216.865-5,CORPORACION ALICO,188,7,,,,
2023,CULTURA,2301C0082,“1ER FESTIVAL DE RONDAS INFANTILES CON INCLUSION”,PUNILLA,SAN CARLOS,69.275.400-K,CONJUNTO FOLCLORICO RAICES Y TRADICIONES,189,7,,,,
2023,CULTURA,2301C0085,FIESTA CULTURAL DEL CORDERO ARVEJADO,ITATA,TREHUACO,65.148.370-0,CENTRO DE PADRES Y APODERADOS ESC G-27 TAUCO,190,7,,,,
2023,CULTURA,2301C0086,ENCUENTRO DE LAS TRADICIONES ECUESTRES CHILENAS EN PORTEZUELO,ITATA,PORTEZUELO,65.034.968-7,CLUB DE HUASOS RIO LONQUEN DE BUENOS AIRES,191,7,,,,
2023,CULTURA,2301C0087,FIESTA DEL MOTE 2024 SANTA LUCIA BAJO,DIGUILLÍN,YUNGAY,65.172.861-4,AGRUPACION DE DESARROLLO TURISTICO RURAL SANTA LUCIA BAJO (ADETUR),192,7,,,,
2023,CULTURA,2301C0088,DECIMO ENCUENTRO TRADICIONAL CAMPESINO LOS REMATES 2024,ITATA,QUIRIHUE,65.063.459-4,"COMITÉ CAMPESINO, PRODUCTIVO, SOCIAL Y CULTURAL "" NUEVO AMANECER"" LOS REMATES.",193,7,,,,
2023,CULTURA,2301C0091,CABALGATA DE PRESERVACIÓN DEL PATRIMONIO CULTURAL DEL CAMPO CHILENO,PUNILLA,SAN NICOLÁS,65.873.910-7,CLUB DE HUASOS CAMPO BUENO,194,7,,,,
2023,CULTURA,2301C0092,FIESTA DE LA ESQUILA Y CANTO POPULAR,DIGUILLÍN,YUNGAY,73.943.500-5,COMITÉ CAMPESINO SAN FRANCISCO EL CARDAL,195,7,,,,
2023,CULTURA,2301C0093,"1ª FERIA LITERARIA DE CUENTOS, POESIA Y COMICS",ITATA,COBQUECURA,75.162.500-6,CENTRO DE PADRES Y APODERADOS ESCUELA BASICA REINO DE SUECIA,196,7,,,,
2023,CULTURA,2301C0095,FIESTA CULTURAL DEL VINO PIPEÑO,ITATA,TREHUACO,65.665.010-9,JUNTA DE VECINOS MINAS DE LEUQUE 2,197,7,,,,
2023,CULTURA,2301C0096,"""VOCES EN EL VIENTO, UNA MIRADA HACIA EL INTERIOR""",DIGUILLÍN,PEMUCO,65.187.502-1,"AGRUPACION MUSICO CULTURAL ""HUELLAS""",198,7,,,,
2023,CULTURA,2301C0097,"CULTURAL ""CONTINUANDO LAS TRADICIONES""",ITATA,QUIRIHUE,65.032.315-7,GRUPO TELAR ÑEREWE,199,7,,,,
2023,CULTURA,2301C0098,TEJIENDO SUEÑOS A TELAR,DIGUILLÍN,BULNES,65.069.420-1,TALLER DE MUJERES CRISTO VIVO,200,7,,,,
2023,CULTURA,2301C0099,PRIMERA FIESTA DE LA CHILENIDAD JJVV COPIHUAL,PUNILLA,COIHUECO,65.205.720-9,JUNTA DE VECINOS COPIHUAL,201,7,,,,
2023,CULTURA,2301C0101,SEXTA VERSION FIESTA CUSTUMBRSTA EN JJVV GENERAL LAGOS,PUNILLA,COIHUECO,65.887.670-8,JUNTA DE VECINOS GENERAL LAGOS,202,7,,,,
2023,CULTURA,2301C0102,EXPO- PARRALITO,PUNILLA,SAN CARLOS,65.563.850-4,CENTRO DE PADRES ESCUELA GRAL. JOSE MIGUEL CARRERA V.,203,7,,,,
2023,CULTURA,2301C0103,MEMORIAS A TRAVES DEL ARTE EN TELA,ITATA,PORTEZUELO,73.476.900-2,JUNTA DE VECINOS LO RAMIREZ,204,7,,,,
2023,CULTURA,2301C0104,MUJERES EN RUTA ESPERANZA,DIGUILLÍN,CHILLÁN,65.211.798-8,COMITE DE VIVIENDA ESPERANZA,205,7,,,,
2023,CULTURA,2301C0105,FIESTA CULTURAL DE LA CAZUELA DE GALLINA DE CAMPO,ITATA,TREHUACO,65.811.750-5,JUNTA DE VECINOS PANIAGUA ARRIBA,206,7,,,,
2023,CULTURA,2301C0107,CANTANDO POR LOS SENDEROS DE ÑUBLE,ITATA,QUIRIHUE,65.081.427-4,CONJUNTO FOLCLORICO VOCES DEL ALBA,207,7,,,,
2023,CULTURA,2301C0109,PRIMERA FIESTA COSTUMBRISTA DE LA PRIMAVERA EN PASO SOTO,PUNILLA,COIHUECO,65.194.450-3,JUNTA DE VECINOS DEL SECTOR PASO SOTO,208,7,,,,
2023,CULTURA,2301C0112,2DA. FIESTA COSTUMBRISTA DEL CORDERO SAN BERNARDINO,DIGUILLÍN,SAN IGNACIO,75.318.000-1,JUNTA DE VECINOS SAN BERNARDO N°5,209,7,,,,
2023,CULTURA,2301C0113,EN EL SECTOR DE TALCAMAVIDA SE CONSERVAN LAS TRADICIONES,ITATA,COBQUECURA,72.318.100-3,JUNTA DE VECINOS RURAL N-3 DE TALCAMAVIDA,210,7,,,,
2023,CULTURA,2301C0115,"TALLER DE DANZAS FOLCLÓRICAS Y RECITAL DE AGRUPACIÓN ENTRE OJOTAS, TACOS Y ESPUELAS",PUNILLA,SAN NICOLÁS,65.221.983-7,"AGRUPACIÓN CUEQUERA Y FOLCLÓRICA ENTRE OJOTAS, TACOS Y ESPUELAS",211,8,,,,
2023,CULTURA,2301C0118,FIESTA COSTUMBRISTA PUELCHE DE MALALCURA EN PRIMAVERA,PUNILLA,SAN FABIÁN,74.034.800-0,CLUB DE HUASOS PUELCHE DE MALALCURA,212,8,,,,
2023,CULTURA,2301C0119,“DECIMOQUINTA FIESTA DE CUASIMODO”,ITATA,QUIRIHUE,65.082.717-1,AGRUPACIÓN SOCIAL DE CUASIMODISTAS PARROQUIA DULCE NOMBRE DE JESÚS”,213,8,,,,
2023,CULTURA,2301C0122,LA SIEMBRA DE LA MENGUANTE DE OCTUBRE,DIGUILLÍN,CHILLÁN VIEJO,70.370.000-4,COMITÉ CAMPESINO RUCAPEQUEN,214,8,,,,
2023,CULTURA,2301C0123,CANTARES DE YUNGAY RECORRIENDO ÑUBLE,DIGUILLÍN,YUNGAY,65.996.910-6,AGRUPACIÓN FOLCLÓRICA CANTARES DE YUNGAY,215,8,,,,
2023,CULTURA,2301C0126,"ÑIQUÉN ESTACIÓN, AL RESCATE DE NUESTRA IDENTIDA, 2DA VERSIÓN.",PUNILLA,ÑIQUÉN,71.447.200-3,JUNTA DE VECINOS ÑIQUEN ESTACION UNIDAD VECINAL N 4 R,216,8,,,,
2023,CULTURA,2301C0127,RESCATANDO NUESTRA CULTURA EN LANAS,DIGUILLÍN,CHILLÁN,65.210.276-K,ASOCIACION INDIGENA PETU MONGELEIÑ,217,8,,,,
2023,CULTURA,2301C0128,COMPRA DE VESTIMENTA,PUNILLA,SAN FABIÁN,74.367.000-0,CONJUNTO FOLCLORICO VOCES CORDILLERAS,218,8,,,,
2023,CULTURA,2301C0129,"CONSERVANDO NUESTRAS RAICES, BALLET FOLCLORICO INFANTIL COIHUECO",PUNILLA,COIHUECO,65.216.222-3,BALLET FOLCLORICO INFANTIL COIHUECO BAFOINCO,219,8,,,,
2023,CULTURA,2301C0130,DEVELA Y FORTALECE TUS TALENTOS VOCALES,DIGUILLÍN,SAN IGNACIO,65.046.143-6,CENTRO DE PADRES Y APODERADOS LICEO MANUELK JESUS ORTIZ,220,8,,,,
2023,CULTURA,2301C0131,DECIMA FIESTA COSTUMBRISTA LOS REMATES,ITATA,QUIRIHUE,71.885.500-4,JUNTA DE VECINOS LOS REMATES COMUNA DE QUIRIHUE,221,8,,,,
2023,CULTURA,2301C0132,2° VERSIÓN FESTIVAL DE REPOSTERIA TRADICIONAL COCHARCAS,PUNILLA,SAN CARLOS,65.423.720-4,CENTRO DE PADRES Y APODERADOS ESCUELA G 136 MANUEL CASTILLO COCHARCAS,222,8,,,,
2023,CULTURA,2301C0135,"LAS SOCIAS DE ALMA VERDE, APRENDEMOS EL TRABAJO EN TELAR",PUNILLA,ÑIQUÉN,65.110.229-4,AGRUPACION DE AUTOAYUDA DE SALUD MENTAL ALMA VERDE,223,8,,,,
2023,CULTURA,2301C0136,"2ª VERSION ""MOTOS Y MOSTOS"": RTA ENOTURISTICA Y PATRIMONIAL POR EL VALLE DEL ITATA",ITATA,COELEMU,65.108.667-1,CLUB DE MOTOS DEPORTIVO CULTURAL R-NEGADOS DEL ITATA,224,8,,,,
2023,CULTURA,2301C0138,CABALGATA DE LA FE,ITATA,COBQUECURA,65.148.026-4,CLUB DE HUASOS SANTA RITA,225,8,,,,
2023,CULTURA,2301C0140,RODEO OFICIAL PROVINCIAL CON SERIE CRIADORES Y TRES SERIES LIBRES,ITATA,NINHUE,65.217.611-9,CLUB SOCIAL CULTURAL Y DEPORTIVO DEL RODEO CHILENO ARTURO PRAT DE NINHUE,226,8,,,,
2023,CULTURA,2301C0141,FIESTA DE VERANO PLAZA LA VICTORIA YUNGAY,DIGUILLÍN,CHILLÁN,73.905.900-3,JUNTA DE VECINOS Nª 4 LA VICTORIA,227,8,,,,
2023,CULTURA,2301C0142,TALHUAN EN BUSCA DEL BIEN ESTAR Y DEL CONOCIMIENTO CULTUAL,ITATA,NINHUE,75.555.400-6,CENTRO DE PADRES Y APODERADOS DE TALHUAN,228,8,,,,
2023,CULTURA,2301C0143,MELODIAS DE UNIÓN,PUNILLA,SAN CARLOS,65.560.610-6,CENTRO DE PADRES Y APODERADOS ESCUELA F-172 EL CARBÓN,229,8,,,,
2023,CULTURA,2301C0144,GALA FOLCKLORICA BALLET FOLCKLORICO TRIGALES DE CATO,PUNILLA,COIHUECO,65.800.070-5,BALLET FOLCKLORICO TRIGALES DE CATO,230,8,,,,
